-471.0000E+00,,
-470.7500E+00,,
-470.5000E+00,,
-470.2500E+00,,
-470.0000E+00,,
-469.7500E+00,,
-469.5000E+00,,
-469.2500E+00,,
-469.0000E+00,,
-468.7500E+00,,
-468.5000E+00,,
-468.2500E+00,,
-468.0000E+00,,
-467.7500E+00,,
-467.5000E+00,,
-467.2500E+00,,
-467.0000E+00,,
-466.7500E+00,,
-466.5000E+00,,
-466.2500E+00,,
-466.0000E+00,,
-465.7500E+00,,
-465.5000E+00,,
-465.2500E+00,,
-465.0000E+00,,
-464.7500E+00,,
-464.5000E+00,,
-464.2500E+00,,
-464.0000E+00,,
-463.7500E+00,,
-463.5000E+00,,
-463.2500E+00,,
-463.0000E+00,,
-462.7500E+00,,
-462.5000E+00,,
-462.2500E+00,,
-462.0000E+00,,
-461.7500E+00,,
-461.5000E+00,,
-461.2500E+00,,
-461.0000E+00,,
-460.7500E+00,,
-460.5000E+00,,
-460.2500E+00,,
-460.0000E+00,,
-459.7500E+00,,
-459.5000E+00,,
-459.2500E+00,,
-459.0000E+00,,
-458.7500E+00,,
-458.5000E+00,,
-458.2500E+00,,
-458.0000E+00,,
-457.7500E+00,,
-457.5000E+00,,
-457.2500E+00,,
-457.0000E+00,,
-456.7500E+00,,
-456.5000E+00,,
-456.2500E+00,,
-456.0000E+00,,
-455.7500E+00,,
-455.5000E+00,,
-455.2500E+00,,
-455.0000E+00,,
-454.7500E+00,,
-454.5000E+00,,
-454.2500E+00,,
-454.0000E+00,,
-453.7500E+00,,
-453.5000E+00,,
-453.2500E+00,,
-453.0000E+00,,
-452.7500E+00,,
-452.5000E+00,,
-452.2500E+00,,
-452.0000E+00,,
-451.7500E+00,,
-451.5000E+00,,
-451.2500E+00,,
-451.0000E+00,,
-450.7500E+00,,
-450.5000E+00,,
-450.2500E+00,,
-450.0000E+00,,
-449.7500E+00,,
-449.5000E+00,,
-449.2500E+00,,
-449.0000E+00,,
-448.7500E+00,,
-448.5000E+00,,
-448.2500E+00,,
-448.0000E+00,,
-447.7500E+00,,
-447.5000E+00,,
-447.2500E+00,,
-447.0000E+00,,
-446.7500E+00,,
-446.5000E+00,,
-446.2500E+00,,
-446.0000E+00,,
-445.7500E+00,,
-445.5000E+00,,
-445.2500E+00,,
-445.0000E+00,,
-444.7500E+00,,
-444.5000E+00,,
-444.2500E+00,,
-444.0000E+00,,
-443.7500E+00,,
-443.5000E+00,,
-443.2500E+00,,
-443.0000E+00,,
-442.7500E+00,,
-442.5000E+00,,
-442.2500E+00,,
-442.0000E+00,,
-441.7500E+00,,
-441.5000E+00,,
-441.2500E+00,,
-441.0000E+00,,
-440.7500E+00,,
-440.5000E+00,,
-440.2500E+00,,
-440.0000E+00,,
-439.7500E+00,,
-439.5000E+00,,
-439.2500E+00,,
-439.0000E+00,,
-438.7500E+00,,
-438.5000E+00,,
-438.2500E+00,,
-438.0000E+00,,
-437.7500E+00,,
-437.5000E+00,,
-437.2500E+00,,
-437.0000E+00,,
-436.7500E+00,,
-436.5000E+00,,
-436.2500E+00,,
-436.0000E+00,,
-435.7500E+00,,
-435.5000E+00,,
-435.2500E+00,,
-435.0000E+00,,
-434.7500E+00,,
-434.5000E+00,,
-434.2500E+00,,
-434.0000E+00,,
-433.7500E+00,,
-433.5000E+00,,
-433.2500E+00,,
-433.0000E+00,,
-432.7500E+00,,
-432.5000E+00,,
-432.2500E+00,,
-432.0000E+00,,
-431.7500E+00,,
-431.5000E+00,,
-431.2500E+00,,
-431.0000E+00,,
-430.7500E+00,,
-430.5000E+00,,
-430.2500E+00,,
-430.0000E+00,,
-429.7500E+00,,
-429.5000E+00,,
-429.2500E+00,,
-429.0000E+00,,
-428.7500E+00,,
-428.5000E+00,,
-428.2500E+00,+5.2869E+00,+1.1116E+00
-428.0000E+00,+5.2869E+00,+1.1116E+00
-427.7500E+00,+5.2869E+00,+1.1116E+00
-427.5000E+00,+5.2869E+00,+1.1116E+00
-427.2500E+00,+5.2869E+00,+1.1116E+00
-427.0000E+00,+5.2869E+00,+1.1116E+00
-426.7500E+00,+5.2869E+00,+1.1116E+00
-426.5000E+00,+5.2888E+00,+1.1116E+00
-426.2500E+00,+5.2888E+00,+1.1116E+00
-426.0000E+00,+5.2888E+00,+1.1116E+00
-425.7500E+00,+5.2908E+00,+1.1116E+00
-425.5000E+00,+5.2927E+00,+1.1116E+00
-425.2500E+00,+5.2927E+00,+1.1116E+00
-425.0000E+00,+5.2927E+00,+1.1116E+00
-424.7500E+00,+5.2927E+00,+1.1116E+00
-424.5000E+00,+5.2927E+00,+1.1116E+00
-424.2500E+00,+5.2947E+00,+1.1116E+00
-424.0000E+00,+5.2947E+00,+1.1116E+00
-423.7500E+00,+5.2947E+00,+1.1116E+00
-423.5000E+00,+5.2966E+00,+1.1116E+00
-423.2500E+00,+5.2966E+00,+1.1116E+00
-423.0000E+00,+5.2966E+00,+1.1116E+00
-422.7500E+00,+5.2966E+00,+1.1116E+00
-422.5000E+00,+5.2986E+00,+1.1116E+00
-422.2500E+00,+5.2986E+00,+1.1116E+00
-422.0000E+00,+5.2986E+00,+1.1116E+00
-421.7500E+00,+5.2986E+00,+1.1116E+00
-421.5000E+00,+5.3005E+00,+1.1116E+00
-421.2500E+00,+5.3005E+00,+1.1116E+00
-421.0000E+00,+5.3005E+00,+1.1116E+00
-420.7500E+00,+5.3005E+00,+1.1116E+00
-420.5000E+00,+5.3005E+00,+1.1116E+00
-420.2500E+00,+5.3005E+00,+1.1116E+00
-420.0000E+00,+5.3025E+00,+1.1116E+00
-419.7500E+00,+5.3025E+00,+1.1116E+00
-419.5000E+00,+5.3025E+00,+1.1116E+00
-419.2500E+00,+5.3025E+00,+1.1116E+00
-419.0000E+00,+5.3044E+00,+1.1116E+00
-418.7500E+00,+5.3064E+00,+1.1135E+00
-418.5000E+00,+5.3083E+00,+1.1135E+00
-418.2500E+00,+5.3083E+00,+1.1135E+00
-418.0000E+00,+5.3064E+00,+1.1135E+00
-417.7500E+00,+5.3064E+00,+1.1135E+00
-417.5000E+00,+5.3064E+00,+1.1135E+00
-417.2500E+00,+5.3064E+00,+1.1135E+00
-417.0000E+00,+5.3044E+00,+1.1135E+00
-416.7500E+00,+5.3044E+00,+1.1135E+00
-416.5000E+00,+5.3044E+00,+1.1135E+00
-416.2500E+00,+5.3044E+00,+1.1135E+00
-416.0000E+00,+5.3044E+00,+1.1135E+00
-415.7500E+00,+5.3044E+00,+1.1135E+00
-415.5000E+00,+5.3044E+00,+1.1135E+00
-415.2500E+00,+5.3044E+00,+1.1135E+00
-415.0000E+00,+5.3025E+00,+1.1135E+00
-414.7500E+00,+5.3025E+00,+1.1135E+00
-414.5000E+00,+5.3025E+00,+1.1135E+00
-414.2500E+00,+5.3005E+00,+1.1135E+00
-414.0000E+00,+5.2849E+00,+1.1135E+00
-413.7500E+00,+5.2517E+00,+1.1135E+00
-413.5000E+00,+5.2302E+00,+1.1135E+00
-413.2500E+00,+5.1931E+00,+1.1135E+00
-413.0000E+00,+5.1658E+00,+1.1135E+00
-412.7500E+00,+5.1501E+00,+1.1135E+00
-412.5000E+00,+5.1345E+00,+1.1135E+00
-412.2500E+00,+5.1169E+00,+1.1135E+00
-412.0000E+00,+5.0896E+00,+1.1135E+00
-411.7500E+00,+5.0662E+00,+1.1135E+00
-411.5000E+00,+5.0466E+00,+1.1135E+00
-411.2500E+00,+5.0173E+00,+1.1135E+00
-411.0000E+00,+4.9900E+00,+1.1135E+00
-410.7500E+00,+4.9724E+00,+1.1135E+00
-410.5000E+00,+4.9568E+00,+1.1155E+00
-410.2500E+00,+4.9197E+00,+1.1155E+00
-410.0000E+00,+4.9040E+00,+1.1155E+00
-409.7500E+00,+4.8845E+00,+1.1194E+00
-409.5000E+00,+4.8650E+00,+1.1252E+00
-409.2500E+00,+4.8455E+00,+1.1506E+00
-409.0000E+00,+4.8025E+00,+1.1682E+00
-408.7500E+00,+4.7927E+00,+1.1760E+00
-408.5000E+00,+4.7810E+00,+1.2053E+00
-408.2500E+00,+4.7595E+00,+1.2092E+00
-408.0000E+00,+4.7497E+00,+1.2190E+00
-407.7500E+00,+4.7322E+00,+1.2366E+00
-407.5000E+00,+4.7165E+00,+1.2522E+00
-407.2500E+00,+4.7029E+00,+1.2717E+00
-407.0000E+00,+4.6833E+00,+1.2815E+00
-406.7500E+00,+4.6560E+00,+1.3147E+00
-406.5000E+00,+4.6404E+00,+1.3381E+00
-406.2500E+00,+4.6306E+00,+1.3440E+00
-406.0000E+00,+4.6247E+00,+1.3440E+00
-405.7500E+00,+4.6072E+00,+1.3557E+00
-405.5000E+00,+4.5798E+00,+1.3635E+00
-405.2500E+00,+4.5583E+00,+1.4241E+00
-405.0000E+00,+4.5349E+00,+1.4534E+00
-404.7500E+00,+4.5251E+00,+1.4690E+00
-404.5000E+00,+4.5076E+00,+1.4729E+00
-404.2500E+00,+4.4978E+00,+1.5081E+00
-404.0000E+00,+4.4900E+00,+1.5471E+00
-403.7500E+00,+4.4724E+00,+1.5510E+00
-403.5000E+00,+4.4646E+00,+1.5549E+00
-403.2500E+00,+4.4587E+00,+1.5667E+00
-403.0000E+00,+4.4470E+00,+1.5881E+00
-402.7500E+00,+4.4353E+00,+1.6135E+00
-402.5000E+00,+4.4216E+00,+1.6350E+00
-402.2500E+00,+4.4099E+00,+1.6663E+00
-402.0000E+00,+4.3826E+00,+1.6877E+00
-401.7500E+00,+4.3552E+00,+1.6995E+00
-401.5000E+00,+4.3435E+00,+1.7170E+00
-401.2500E+00,+4.3337E+00,+1.7366E+00
-401.0000E+00,+4.3240E+00,+1.7405E+00
-400.7500E+00,+4.3201E+00,+1.7600E+00
-400.5000E+00,+4.3044E+00,+1.7756E+00
-400.2500E+00,+4.2927E+00,+1.8206E+00
-400.0000E+00,+4.2810E+00,+1.8499E+00
-399.7500E+00,+4.2595E+00,+1.8733E+00
-399.5000E+00,+4.2478E+00,+1.8889E+00
-399.2500E+00,+4.2361E+00,+1.8928E+00
-399.0000E+00,+4.2205E+00,+1.8967E+00
-398.7500E+00,+4.2146E+00,+1.9143E+00
-398.5000E+00,+4.2029E+00,+1.9514E+00
-398.2500E+00,+4.1951E+00,+1.9553E+00
-398.0000E+00,+4.1872E+00,+1.9651E+00
-397.7500E+00,+4.1775E+00,+1.9729E+00
-397.5000E+00,+4.1755E+00,+2.0139E+00
-397.2500E+00,+4.1638E+00,+2.0237E+00
-397.0000E+00,+4.1599E+00,+2.0354E+00
-396.7500E+00,+4.1404E+00,+2.0491E+00
-396.5000E+00,+4.1326E+00,+2.0569E+00
-396.2500E+00,+4.1150E+00,+2.0627E+00
-396.0000E+00,+4.1091E+00,+2.0647E+00
-395.7500E+00,+4.1072E+00,+2.0745E+00
-395.5000E+00,+4.0915E+00,+2.0940E+00
-395.2500E+00,+4.0818E+00,+2.1213E+00
-395.0000E+00,+4.0779E+00,+2.1331E+00
-394.7500E+00,+4.0544E+00,+2.1506E+00
-394.5000E+00,+4.0466E+00,+2.1721E+00
-394.2500E+00,+4.0310E+00,+2.1741E+00
-394.0000E+00,+4.0154E+00,+2.1760E+00
-393.7500E+00,+4.0095E+00,+2.1799E+00
-393.5000E+00,+3.9997E+00,+2.2053E+00
-393.2500E+00,+3.9939E+00,+2.2268E+00
-393.0000E+00,+3.9880E+00,+2.2463E+00
-392.7500E+00,+3.9861E+00,+2.2561E+00
-392.5000E+00,+3.9802E+00,+2.2639E+00
-392.2500E+00,+3.9685E+00,+2.2659E+00
-392.0000E+00,+3.9626E+00,+2.2776E+00
-391.7500E+00,+3.9548E+00,+2.2971E+00
-391.5000E+00,+3.9451E+00,+2.3088E+00
-391.2500E+00,+3.9333E+00,+2.3225E+00
-391.0000E+00,+3.9236E+00,+2.3284E+00
-390.7500E+00,+3.9197E+00,+2.3342E+00
-390.5000E+00,+3.9177E+00,+2.3518E+00
-390.2500E+00,+3.9119E+00,+2.3655E+00
-390.0000E+00,+3.9040E+00,+2.3655E+00
-389.7500E+00,+3.8884E+00,+2.3889E+00
-389.5000E+00,+3.8787E+00,+2.3928E+00
-389.2500E+00,+3.8611E+00,+2.3987E+00
-389.0000E+00,+3.8415E+00,+2.4104E+00
-388.7500E+00,+3.8357E+00,+2.4202E+00
-388.5000E+00,+3.8318E+00,+2.4241E+00
-388.2500E+00,+3.8298E+00,+2.4690E+00
-388.0000E+00,+3.8279E+00,+2.4846E+00
-387.7500E+00,+3.8259E+00,+2.4885E+00
-387.5000E+00,+3.8240E+00,+2.4924E+00
-387.2500E+00,+3.8142E+00,+2.4924E+00
-387.0000E+00,+3.7966E+00,+2.5198E+00
-386.7500E+00,+3.7888E+00,+2.5256E+00
-386.5000E+00,+3.7712E+00,+2.5315E+00
-386.2500E+00,+3.7576E+00,+2.5413E+00
-386.0000E+00,+3.7497E+00,+2.5432E+00
-385.7500E+00,+3.7419E+00,+2.5530E+00
-385.5000E+00,+3.7341E+00,+2.5549E+00
-385.2500E+00,+3.7165E+00,+2.5667E+00
-385.0000E+00,+3.7107E+00,+2.5725E+00
-384.7500E+00,+3.7029E+00,+2.5764E+00
-384.5000E+00,+3.6872E+00,+2.5862E+00
-384.2500E+00,+3.6833E+00,+2.5881E+00
-384.0000E+00,+3.6736E+00,+2.5920E+00
-383.7500E+00,+3.6638E+00,+2.5979E+00
-383.5000E+00,+3.6580E+00,+2.6057E+00
-383.2500E+00,+3.6560E+00,+2.6545E+00
-383.0000E+00,+3.6521E+00,+2.6604E+00
-382.7500E+00,+3.6482E+00,+2.6624E+00
-382.5000E+00,+3.6443E+00,+2.6624E+00
-382.2500E+00,+3.6365E+00,+2.6741E+00
-382.0000E+00,+3.6326E+00,+2.6897E+00
-381.7500E+00,+3.6306E+00,+2.7131E+00
-381.5000E+00,+3.6228E+00,+2.7463E+00
-381.2500E+00,+3.6189E+00,+2.7444E+00
-381.0000E+00,+3.6169E+00,+2.7522E+00
-380.7500E+00,+3.6130E+00,+2.7561E+00
-380.5000E+00,+3.6072E+00,+2.7659E+00
-380.2500E+00,+3.5974E+00,+2.7659E+00
-380.0000E+00,+3.5935E+00,+2.7815E+00
-379.7500E+00,+3.5896E+00,+2.7932E+00
-379.5000E+00,+3.5837E+00,+2.7971E+00
-379.2500E+00,+3.5798E+00,+2.7991E+00
-379.0000E+00,+3.5622E+00,+2.8010E+00
-378.7500E+00,+3.5564E+00,+2.8010E+00
-378.5000E+00,+3.5525E+00,+2.8010E+00
-378.2500E+00,+3.5427E+00,+2.8030E+00
-378.0000E+00,+3.5369E+00,+2.8030E+00
-377.7500E+00,+3.5271E+00,+2.8049E+00
-377.5000E+00,+3.5193E+00,+2.8069E+00
-377.2500E+00,+3.5154E+00,+2.8069E+00
-377.0000E+00,+3.5115E+00,+2.8069E+00
-376.7500E+00,+3.5095E+00,+2.8069E+00
-376.5000E+00,+3.5056E+00,+2.8342E+00
-376.2500E+00,+3.4939E+00,+2.8460E+00
-376.0000E+00,+3.4880E+00,+2.8499E+00
-375.7500E+00,+3.4841E+00,+2.8616E+00
-375.5000E+00,+3.4763E+00,+2.8616E+00
-375.2500E+00,+3.4705E+00,+2.8713E+00
-375.0000E+00,+3.4685E+00,+2.8811E+00
-374.7500E+00,+3.4646E+00,+2.8948E+00
-374.5000E+00,+3.4587E+00,+2.9104E+00
-374.2500E+00,+3.4529E+00,+2.9104E+00
-374.0000E+00,+3.4470E+00,+2.9143E+00
-373.7500E+00,+3.4392E+00,+2.9163E+00
-373.5000E+00,+3.4294E+00,+2.9202E+00
-373.2500E+00,+3.4216E+00,+2.9319E+00
-373.0000E+00,+3.4158E+00,+2.9377E+00
-372.7500E+00,+3.4138E+00,+2.9377E+00
-372.5000E+00,+3.4119E+00,+2.9397E+00
-372.2500E+00,+3.4099E+00,+2.9417E+00
-372.0000E+00,+3.4080E+00,+2.9456E+00
-371.7500E+00,+3.4060E+00,+2.9495E+00
-371.5000E+00,+3.4040E+00,+2.9534E+00
-371.2500E+00,+3.4021E+00,+2.9534E+00
-371.0000E+00,+3.3982E+00,+2.9553E+00
-370.7500E+00,+3.3923E+00,+2.9573E+00
-370.5000E+00,+3.3923E+00,+2.9592E+00
-370.2500E+00,+3.3884E+00,+2.9612E+00
-370.0000E+00,+3.3845E+00,+2.9670E+00
-369.7500E+00,+3.3826E+00,+2.9768E+00
-369.5000E+00,+3.3767E+00,+2.9924E+00
-369.2500E+00,+3.3728E+00,+3.0042E+00
-369.0000E+00,+3.3689E+00,+3.0100E+00
-368.7500E+00,+3.3669E+00,+3.0139E+00
-368.5000E+00,+3.3650E+00,+3.0139E+00
-368.2500E+00,+3.3630E+00,+3.0120E+00
-368.0000E+00,+3.3572E+00,+3.0139E+00
-367.7500E+00,+3.3533E+00,+3.0139E+00
-367.5000E+00,+3.3435E+00,+3.0159E+00
-367.2500E+00,+3.3318E+00,+3.0198E+00
-367.0000E+00,+3.3298E+00,+3.0217E+00
-366.7500E+00,+3.3279E+00,+3.0276E+00
-366.5000E+00,+3.3259E+00,+3.0374E+00
-366.2500E+00,+3.3240E+00,+3.0374E+00
-366.0000E+00,+3.3181E+00,+3.0393E+00
-365.7500E+00,+3.3181E+00,+3.0393E+00
-365.5000E+00,+3.3142E+00,+3.0393E+00
-365.2500E+00,+3.3122E+00,+3.0413E+00
-365.0000E+00,+3.3083E+00,+3.0413E+00
-364.7500E+00,+3.3005E+00,+3.0432E+00
-364.5000E+00,+3.2966E+00,+3.0452E+00
-364.2500E+00,+3.2927E+00,+3.0452E+00
-364.0000E+00,+3.2908E+00,+3.0530E+00
-363.7500E+00,+3.2888E+00,+3.0608E+00
-363.5000E+00,+3.2869E+00,+3.0608E+00
-363.2500E+00,+3.2849E+00,+3.0647E+00
-363.0000E+00,+3.2830E+00,+3.0706E+00
-362.7500E+00,+3.2830E+00,+3.0745E+00
-362.5000E+00,+3.2810E+00,+3.0803E+00
-362.2500E+00,+3.2790E+00,+3.0862E+00
-362.0000E+00,+3.2771E+00,+3.1018E+00
-361.7500E+00,+3.2771E+00,+3.1116E+00
-361.5000E+00,+3.2732E+00,+3.1155E+00
-361.2500E+00,+3.2712E+00,+3.1174E+00
-361.0000E+00,+3.2673E+00,+3.1194E+00
-360.7500E+00,+3.2634E+00,+3.1194E+00
-360.5000E+00,+3.2615E+00,+3.1194E+00
-360.2500E+00,+3.2576E+00,+3.1194E+00
-360.0000E+00,+3.2556E+00,+3.1194E+00
-359.7500E+00,+3.2497E+00,+3.1194E+00
-359.5000E+00,+3.2478E+00,+3.1213E+00
-359.2500E+00,+3.2419E+00,+3.1272E+00
-359.0000E+00,+3.2361E+00,+3.1272E+00
-358.7500E+00,+3.2302E+00,+3.1292E+00
-358.5000E+00,+3.2244E+00,+3.1292E+00
-358.2500E+00,+3.2205E+00,+3.1292E+00
-358.0000E+00,+3.2165E+00,+3.1292E+00
-357.7500E+00,+3.2068E+00,+3.1292E+00
-357.5000E+00,+3.2048E+00,+3.1331E+00
-357.2500E+00,+3.2029E+00,+3.1370E+00
-357.0000E+00,+3.2029E+00,+3.1428E+00
-356.7500E+00,+3.2029E+00,+3.1467E+00
-356.5000E+00,+3.1990E+00,+3.1448E+00
-356.2500E+00,+3.1951E+00,+3.1448E+00
-356.0000E+00,+3.1833E+00,+3.1467E+00
-355.7500E+00,+3.1833E+00,+3.1506E+00
-355.5000E+00,+3.1794E+00,+3.1526E+00
-355.2500E+00,+3.1775E+00,+3.1526E+00
-355.0000E+00,+3.1736E+00,+3.1545E+00
-354.7500E+00,+3.1716E+00,+3.1585E+00
-354.5000E+00,+3.1716E+00,+3.1585E+00
-354.2500E+00,+3.1697E+00,+3.1585E+00
-354.0000E+00,+3.1677E+00,+3.1604E+00
-353.7500E+00,+3.1638E+00,+3.1624E+00
-353.5000E+00,+3.1638E+00,+3.1624E+00
-353.2500E+00,+3.1619E+00,+3.1643E+00
-353.0000E+00,+3.1619E+00,+3.1663E+00
-352.7500E+00,+3.1599E+00,+3.1721E+00
-352.5000E+00,+3.1599E+00,+3.1721E+00
-352.2500E+00,+3.1580E+00,+3.1741E+00
-352.0000E+00,+3.1580E+00,+3.1741E+00
-351.7500E+00,+3.1560E+00,+3.1760E+00
-351.5000E+00,+3.1540E+00,+3.1819E+00
-351.2500E+00,+3.1540E+00,+3.1858E+00
-351.0000E+00,+3.1501E+00,+3.1858E+00
-350.7500E+00,+3.1365E+00,+3.1858E+00
-350.5000E+00,+3.1287E+00,+3.1877E+00
-350.2500E+00,+3.1228E+00,+3.1897E+00
-350.0000E+00,+3.1091E+00,+3.1897E+00
-349.7500E+00,+3.0994E+00,+3.1917E+00
-349.5000E+00,+3.0994E+00,+3.1956E+00
-349.2500E+00,+3.0994E+00,+3.1975E+00
-349.0000E+00,+3.0994E+00,+3.2014E+00
-348.7500E+00,+3.0955E+00,+3.2034E+00
-348.5000E+00,+3.0935E+00,+3.2034E+00
-348.2500E+00,+3.0935E+00,+3.2053E+00
-348.0000E+00,+3.0837E+00,+3.2092E+00
-347.7500E+00,+3.0779E+00,+3.2131E+00
-347.5000E+00,+3.0720E+00,+3.2229E+00
-347.2500E+00,+3.0701E+00,+3.2229E+00
-347.0000E+00,+3.0681E+00,+3.2249E+00
-346.7500E+00,+3.0662E+00,+3.2268E+00
-346.5000E+00,+3.0642E+00,+3.2268E+00
-346.2500E+00,+3.0603E+00,+3.2268E+00
-346.0000E+00,+3.0544E+00,+3.2288E+00
-345.7500E+00,+3.0525E+00,+3.2268E+00
-345.5000E+00,+3.0525E+00,+3.2405E+00
-345.2500E+00,+3.0505E+00,+3.2483E+00
-345.0000E+00,+3.0486E+00,+3.2502E+00
-344.7500E+00,+3.0447E+00,+3.2483E+00
-344.5000E+00,+3.0427E+00,+3.2483E+00
-344.2500E+00,+3.0427E+00,+3.2463E+00
-344.0000E+00,+3.0408E+00,+3.2483E+00
-343.7500E+00,+3.0408E+00,+3.2502E+00
-343.5000E+00,+3.0408E+00,+3.2502E+00
-343.2500E+00,+3.0388E+00,+3.2483E+00
-343.0000E+00,+3.0369E+00,+3.2502E+00
-342.7500E+00,+3.0369E+00,+3.2483E+00
-342.5000E+00,+3.0369E+00,+3.2502E+00
-342.2500E+00,+3.0349E+00,+3.2502E+00
-342.0000E+00,+3.0330E+00,+3.2542E+00
-341.7500E+00,+3.0310E+00,+3.2561E+00
-341.5000E+00,+3.0310E+00,+3.2581E+00
-341.2500E+00,+3.0290E+00,+3.2581E+00
-341.0000E+00,+3.0232E+00,+3.2620E+00
-340.7500E+00,+3.0193E+00,+3.2620E+00
-340.5000E+00,+3.0115E+00,+3.2659E+00
-340.2500E+00,+3.0056E+00,+3.2678E+00
-340.0000E+00,+3.0037E+00,+3.2698E+00
-339.7500E+00,+3.0017E+00,+3.2698E+00
-339.5000E+00,+2.9978E+00,+3.2717E+00
-339.2500E+00,+2.9841E+00,+3.2776E+00
-339.0000E+00,+2.9822E+00,+3.2835E+00
-338.7500E+00,+2.9802E+00,+3.2874E+00
-338.5000E+00,+2.9802E+00,+3.2913E+00
-338.2500E+00,+2.9744E+00,+3.2971E+00
-338.0000E+00,+2.9744E+00,+3.3049E+00
-337.7500E+00,+2.9744E+00,+3.3069E+00
-337.5000E+00,+2.9724E+00,+3.3108E+00
-337.2500E+00,+2.9724E+00,+3.3284E+00
-337.0000E+00,+2.9705E+00,+3.3323E+00
-336.7500E+00,+2.9626E+00,+3.3323E+00
-336.5000E+00,+2.9568E+00,+3.3342E+00
-336.2500E+00,+2.9568E+00,+3.3362E+00
-336.0000E+00,+2.9548E+00,+3.3362E+00
-335.7500E+00,+2.9548E+00,+3.3362E+00
-335.5000E+00,+2.9548E+00,+3.3362E+00
-335.2500E+00,+2.9529E+00,+3.3362E+00
-335.0000E+00,+2.9509E+00,+3.3362E+00
-334.7500E+00,+2.9509E+00,+3.3381E+00
-334.5000E+00,+2.9490E+00,+3.3381E+00
-334.2500E+00,+2.9431E+00,+3.3381E+00
-334.0000E+00,+2.9412E+00,+3.3381E+00
-333.7500E+00,+2.9392E+00,+3.3381E+00
-333.5000E+00,+2.9372E+00,+3.3401E+00
-333.2500E+00,+2.9333E+00,+3.3420E+00
-333.0000E+00,+2.9294E+00,+3.3420E+00
-332.7500E+00,+2.9275E+00,+3.3440E+00
-332.5000E+00,+2.9216E+00,+3.3479E+00
-332.2500E+00,+2.9197E+00,+3.3499E+00
-332.0000E+00,+2.9158E+00,+3.3518E+00
-331.7500E+00,+2.9138E+00,+3.3557E+00
-331.5000E+00,+2.9119E+00,+3.3635E+00
-331.2500E+00,+2.9099E+00,+3.3694E+00
-331.0000E+00,+2.9080E+00,+3.3694E+00
-330.7500E+00,+2.9060E+00,+3.3694E+00
-330.5000E+00,+2.9021E+00,+3.3674E+00
-330.2500E+00,+2.9021E+00,+3.3694E+00
-330.0000E+00,+2.9001E+00,+3.3694E+00
-329.7500E+00,+2.9001E+00,+3.3713E+00
-329.5000E+00,+2.9001E+00,+3.3733E+00
-329.2500E+00,+2.8943E+00,+3.3752E+00
-329.0000E+00,+2.8884E+00,+3.3752E+00
-328.7500E+00,+2.8865E+00,+3.3772E+00
-328.5000E+00,+2.8865E+00,+3.3772E+00
